,ID,Tweet,Sentiment
798000,2328378861,"Work is so slow, I'm seriously considering quitting my job this week ",0
673815,2247602986,@atlanticwasborn The gas smell in my house for the past 4 hours has been giving me a headache. ,0
591200,2217582682,MAN!!!! ROGERS PLEASE BE LIKE AT&amp;T AND ALLOW US TO UPGRADE SO I CAN BUY MY IPHONE3GS ON FRIDAY  *damn right im crying lol* #rogers,0
518341,2191514043,at work!!  not long to go now!! 6 and half hours to go!!! YAY!!!,0
61474,1686732294,"im hungry, but idk what to eat ",0
131751,1835600104,"okay so this is my first post ever on twitter...i'm having the worst luck understanding it all, and i can't upload any of my pictures ",0
661102,2243003593,watching Disney movies makes me miss Disneyland ,0
563458,2205924405,was told via text there were brownies on the stove but all I see is an empty pan that HAD brownies in it...they were mint ones too!  ,0
168904,1962366608, Flash lost my frisby on a roof. Sad days LOL,0
416569,2061332899,@Budor where'd they go?  LOL,0
251485,1983480454,@sankofa1327 I want a kitty!!! And a puppy!!!! My parents won't let me though cause they say I won't clean up after it... ,0
524582,2193544152,@arctic_penguin *looks through box of guns* I don't seem to have a yearbook gun ,0
451402,2069753447,lookin for a bathing suit I realized I will not b happy till I get my surgery ,0
203601,1972409654,:O twitter wont let me put a picture of me up..twitter; am i really that ugly?? ,0
580845,2214096012,just bid farewell to the guys off on cali tour ,0
30091,1563674116,"@Tricia_PsGuard yeah my sinuses hurt, I have a headache  Here's a bucket if you can't make to the bathroom",0
1182,1468101243,It just makes me happy! over and over again. I wish I wan't afraid to fly  http://tinyurl.com/64skpp,0
82843,1753184116,I'm laying in bed drinking a corona...what a sad night ,0
565893,2206659490,cleaning. ,0
285695,1993678199,eep! running late! no time to make the pink hair look pretty ,0
538361,2199069594,@LaTrica_ awwww man  I gotta cum to 145th and check it out,0
451624,2069816205,Monica out AQ vs 44 against overall chip leader. Fours hold up. ,0
745793,2282557496,"CHILLIN, waitin to see when i can GO HOME! ",0
459185,2072110717,@childofdust   *GIANTHUG* I'm online if you want to talk &lt;33 *CUDDLE*,0
467013,2175688824,"just woke up, my hayfever sucks  and the weather doesnt seem to good, BGT tonight x",0
457560,2071614212,I am SOOOOOOO PISSED!!!  I forgot that the Tony's were on tonight.  I'm only catching the last 30 minutes of it.  ,0
48816,1677972522,Service and tyres came to ï¿½350!That's most of my bonus gone then! ,0
298689,1997767769,@kauf The one I want is $999 and the one you have is on SALE at the moment for $799...     Sometimes I REALLY wish I lived in the USA,0
508340,2189139149,@clumsymouth I completely forgot about the angry pilot eating monster thing. ,0
506383,2188634537,I'm seriously this girl on Obsessed! I have ALL of her fears ,0
628010,2231120472,Doesn't appreciate when people call her at 2am to call her calamity mez have a nose bleed nd hang up ,0
10713,1551023462,"Not sure why I'm awake right now, it's too early. Oh wait my friends in the other room are early risers, why didn't anyone tell me this? ",0
78754,1751502197,@CaffeinatedLiby I just saw your post. Now I wont win ,0
464371,2175112808,@NinjaFanpire  That doesn't sound promising at all,0
430156,2064272833,"the rain is making me bored, so bored that i am watching mtv's pimp my ride, which i hate! ",0
596141,2218937787,Bio 101 for summer is balls to the wall hard! Help me ,0
138418,1880555165,19% battery ahhhh going to have to go inside soon ,0
596352,2219003150,"The Tribe score 4 runs in the bottom of the 9th to tie the game, but then lose by 1 run in the 11th &amp; get swept by the Brewers. ",0
309787,2000974098,I miss my soldier tonight  I cant wait for him to be home,0
623656,2229628012,"@SinnoPrime 164 with shipping. He is awesome, Just sucks I've had him for ten minutes and he broke. ",0
668100,2245818180,Wish I had my laptop today ,0
167479,1961742133,"@Steffisticated If they recorded it and sent it to people, they obviously meant for it to get out there.  But if they didn't, I feel bad. ",0
270996,1989940354,Air france plane went missing ,0
580670,2214027958,"@samanthareardon Thanks, Sam  ;)",0
579475,2213498731,@damana Can't believe I trekked down only to miss you  When are you off - time for a quick coffee before you go?,0
109400,1824551869,@onemorepunk ,0
790594,2325702883,Tbqh... I dunno How Te Work Diz ,0
121900,1833607641,I think I'm too dumb to apply for Realise Your Dream ,0
635491,2233635126,"Ahhhh!! Worst news EVER. RIP players  all my chapel hill kids know what I'm talking about. Omg so sad, must go to sleep...",0
475323,2177567644,CAN'T DO THIS STUPID EXAM TOMORROW! Actually on the verge of a breakdown right now   ,0
746364,2282986874,"@ememmyem Bwahahaha! Um, I think you have a great point. Though, technically SMeyer is the creator of canon, so it qualifes. Sorry. ",0
82571,1753102056,@deleonthegreat oh i didnt hear the remix .. i love to sing that song it makes me cry sumtimes  lol,0
413867,2060692867,oof. I very suddenly got a very bad cold today. ,0
231542,1978984418,@melbrehl here there nowhere you know. my web is all out of wack  so i am phoning this in ):,0
607405,2222950237,Just got back from the dermotoligest. the bumps are never going away ,0
496575,2185613680,"___just got off the phone with elliott. Aw, hope he gets his jeffy back ",0
159882,1956942724,@kencamp Skype final version will have chat over network and voice ONLY over wifi. Carrier's rules ,0
784036,2324062422,feeling so damn lazy ,0
466013,2175472534,"@lilyroseallen if you reply to me, my life will be complete! hah ",0
507581,2188933962,Snow is going away and it probably won't come back in the morning ,0
758912,2295946746,I left my headphones at home  I'm abt to run and go get them lmao,0
705830,2256493763,just got attacked by a bird. it was scary ,0
180986,1966693149,"gensan, are you okay? did the earthquake hurt you?  http://plurk.com/p/x3as1",0
65568,1691050839,by far THE saddest song ever  http://tinyurl.com/dhzklu,0
263844,1986666486,@BLsMOUSE Paramore lost best song in a movie  ,0
653552,2238917594,@tianalicious LOL WHY U GOTTA SAY IT LIKE THAT  SORRY!,0
636236,2233856123,anyone remembers Dennis the Menace? yes..i am now George Wilson and my son is Dennis~!!! Now i know how mr wilson feels hahahaha..shiok ,0
383561,2053220615,I don't know what to wear tonight!!! ,0
544651,2201176480,@imalexevans They sell nutella in Canada!? That's amazing. I can't seem to find it in the states... ,0
393089,2055313636,@SoundyC t'es pas vu au weeta hier ...  trop crevÃ© ?,0
59683,1686202212,merlin isnt as good as everyone wanted it to be  but maybe the second ep will do it justice ,0
693750,2252812193,Has to take Joseph to the clinic for a possible spider bite.  First come-first serve.  We'll be there all day.  ,0
129926,1835203281,Well epic fail on remembering to twitter! LOL best get on with it... Bored waiting for crap NHS pc to load ,0
264724,1986959018,Got a flat tire  sittn on the side of the road waitn for AAA listening to howard stern lol,0
218316,1976143429,@nikkibop @troykids i wish i could listen  but the service is 6 bucks a month to get it on my phone. ,0
620821,2228542597,@TheAndroidSite ya I couldn't pay my bill on it ,0
617149,2226936826,@Broadway009 with a cute guy... i wishhh. i don't have a man  find me someone cute! haha. how are you doing?,0
645618,2236326044,it's too bad ,0
718396,2260280386,&gt; @austinheap: *PERSONALLY CONFIRMED FROM #IRAN* Tanks have rolled in Tehran ... #iranelection #gr88 Flash back to '79  {Images?},0
318778,2002897783,I was not made for early. ,0
279004,1991673730,"dam.. i've got big news, idk how to break it to my friends :/ ..al tie it to homing pigeons and release them  .. but am afraid of birds ",0
258564,1985218311,I don't like it when Indian cashier dudes hit on me. ,0
42562,1676157132,It is 5:14 in the morning and I can't sleep ,0
683908,2250399995,@mileycyrus plzz w rite back miley  it would make me so happy! im going to ur concert in portland im so stoked!im flying out there just4u,0
317455,2002618842,@mirandabuzz susan boyle was amazing i cant believe what happened to her though  miranda you so have good taste haha,0
155360,1955828787,"@beckerbuns Scooter broke  It was four years old, it was time. @caseyzero has control of it now, is turning into mad science. Be afraid.",0
54510,1681130884,"Feeling awful.  Saw a snapping turtle, turned around to try to save it and someone already hit it ",0
775141,2321739052,Playing final fantsy 10  ,0
255917,1984603861,"Ronnie is sick, so I had to go to meeting by myself.   Went in service after meeting with Jessica and son in law and some more people.",0
758042,2295558865,so sad that Ed McMahon died RIP ,0
107054,1823790739,@morgwn It's not looking good ,0
240764,1980949860,@jordanknight tink for me @10 am too! When do u leave for the tour? Another beautiful day here in MA but I have 2 work @ bugaboo tonight! ,0
573866,2210092398,Because I didn't see them at Download.  â™« http://blip.fm/~8e8cc,0
438846,2066283494,"she gaves us all a workout and now we are not only physically drained but emotionally too, I cried when she came back in the house ",0
304829,1999835916,"@dragontatt I like it too, but my stomach *hates* it raw. ",0
487279,2182024017,All my friends are getting wittle kittens and I want one sooo bad but they make my eyes so itchy ,0
232870,1979257319,"Fallen Angel Doll: It's okay, Fisty. I still love you. ",0
449254,2069205516,Now that the rain has stopped u can actually hear every single rain drop.Like someone forgot the tap.I hate it! I won't get any sleep now ,0
740843,2266093006,Happy Father's Day!  I won't see my dad today cos I have to work   But we celebrated yesterday!,0
235059,1979710408,@TheLastDoctor Voted again! Only several thousand more votes to go. And no-one's put me forward. ,0
245709,1982068609,My my is making me go lol  im sad Morgan&amp;JudyBFFS,0
374457,2051243769,Hating my computer at the moment ,0
375450,2051461706,"@sdbn No, I won't be there, unfortunately  i have lots to do for my vacation next week... YAY!! (but our manager Teresa will be)",0
70478,1693671274,Long weekend almost over ,0
493590,2184649767,I want some icecream. This sucks ,0
396572,2056403540,@liseememe ,0
662221,2243530892,@MelissaTweets I had an iPhone almost 2 years ago but gave it up b/c ATT stinks EVERYWHERE I go. I had to have Verizon.  ,0
375639,2051500090,looking after the neighbours kid tonight but he's 10 so no kiddy games..looks like im getting my arse kicked at Wii.. again ,0
775579,2321886630,Im sad 1 tear ago today the dog i got for my first b-day died... ,0
261205,1985858378,@shani2005j dog mommie where u at? Pa fache avec mouin cheri??? ,0
617978,2227322453,Arghh! Forget a nice weekend - My pets are going to drive me up the wall! I need a pillow and earplugs! ,0
427224,2063695765,Ah the single life.  It makes the mornings taste so good. I need some coffee. ,0
325092,2006899213,"@Poekasso damn, i didnt make the cut ",0
254307,1984202198,Feeling sorry for Short Boy today...both @bwoj &amp; I are heads down working...has to be by himself. At least he can do that well ,0
556818,2204371605,@proxy1 that's never good to hear  cheer up emo kid...sorry i mean metal lol,0
166917,1961487135,sooo tired of this cubicle ,0
222303,1976995012,glad to see pittsburgh got the shit kicked out of them in game 1. 3 MORE TO GO! ugh i cant believe im rooting for detroit ,0
242820,1981399165,Looks like I missed her  i'll have to catch her at the finish. This means she keeping her 4.5hr pace!,0
271041,1989946931,no more forks  i hate eating my salad with a spoon.,0
792098,2326170977,@nishitak every1 now has a cough n they blame me 4 tht ,0
191717,1969695816,@vintagepolka her cousin's son passed away in an accident.. ,0
272245,1990163533,thinks the weather is amazing! but sadly cant lie out in it because of revision  bad times,0
399181,2057083509,has just realised it's D-day. How awful of me not to have remembered  blame the anglo saxons.,0
687568,2251310066,working over time ,0
666642,2245350449,http://twitpic.com/7uh6v - Booooo no beer to bbq with ,0
148074,1883005092,@shadye909 ,0
222825,1977086474,"I'm hungry, mom still not done cooking ",0
674853,2247917775,@laqueenbee ugh so have i but i havent been able to go to like any concerts of theirs or just any in general. but my teacher went to one. ,0
320466,2003361387,@christielove i would LOVE to come visit..too bad i have school ,0
189727,1969199889,"@OfficialYbt man, erbody been sayin dat on twitter about Dolla, even Soulja Boy! ya'll gon make me cry ",0
425676,2063373465,@nakaori I went to Utilities-&gt;DiskUtility to Erase the HD. Then did the Darwin_Boot thing. But still it can't find a bootable drive ,0
471883,2176718260,Company just left but I'm still awake! ,0
332314,2012996432,"@its_aurora hell yeah man, i am still all frazzled  hey did you apply today?",0
437528,2065942519,"I feel like an old glove today.   I need a long bout of sleep, I think.",0
182620,1967193531,It's misty here in So Cal Coastline... I could use a hot cup of tea --- no caffeine for me lately is so sad!   I am out of plain Rooibos!,0
335554,2013817942,@danab52 Dana! Bahbaganoosh is being mean to me... Make him be nice! ,0
216549,1975732439,"Had the most awesome day: beach in the morning, walked on the boardwalk in the afternoon. Too bad we leave tomorrow ",0
160765,1957143180,And then you find out today they had there first kiss! } ,0
731238,2263772203,tapping merlin. the grandparents don't believe in him ,0
462944,2174808650,I'm completely broken. ,0
567785,2207309432,@safesolvent the iPhone's gotta wait until I use up my Koodo tab. *shakes fist* Got another year or two at least. ,0
574494,2210433150,@lightrailblog the link is broken ,0
678287,2248933217,My phone iz gonna be turned off@mdnight.....so sad. ,0
770401,2301980850,"@phuturatica NOOOOOOOOOOOOOOOOOOOOOOO, not Satans ",0
435015,2065323645,@mark_s_taylor Indeed! (I know I'm a week late answering you; I neglected my @ list this past week...  ),0
217052,1975845679,i want to learnn how to surff. someonee teach meee ,0
675913,2248238759,is home sweet home for the night... ,0
481883,2179819259,@krist0ph3r Its britney spears vid bot  with a picture of a lady looking at a penis  couldnt she/he/it be more creative?,0
671806,2246971361,"@Blue_Bunny still couldnt find your ice cream today, I swear no one around here carries it  daughters b.day party tomorrow",0
419296,2061952579,@djscream umma need you to follow me homie! ,0
345473,2015905434,I do the test and now I am relaxing but on Friday I have other test ,0
271331,1990000621,is fed up   x,0
467965,2175895330,"@nanillac I actually bought it over the long weekend, read it in 2 days. Note well the copy that turned up is NOT the one I reserved ",0
144812,1882055456,im soo pissed cause of this stupid ass who keeps nagging me :| i cant sleep  but i`ll try to. ugggh. bye again,0
649659,2237350802,I haven't been able to watch TV the past week  And now it's the weekend I still have lot to do.,0
696521,2253553289,I'm  so tired ,0
735020,2264684617,ND TO GET READY FOR WORK ,0
514622,2190660343,bossseeeennn... ,0
577515,2212617532,Not looking forward to waiting for the streetcar in the rain! ,0
255958,1984612769,"I spent 12+ hrs yesterday working on my new website, exhausted, didn't even get to read the Sunday papers ",0
131467,1835540558,"http://twitpic.com/5f9tb - Oh noes, ShipIt has failed me for the first time! ",0
46279,1677369250,Jackie jus gave alll the change I founnnnd on the sidewalkk to the bum! Hahha.. ,0
391320,2054882579,I want to eat too ,0
780435,2323174102,ListeninG SoME Music.. hEre.. ALoNe??  ,0
17694,1556375462,i feel sick again; urgh ,0
213486,1975013224,"@dfinney tried everything, I think iweb is designed for mobileme rather than php hosting ",0
749079,2284822274,Not Read Im Karus ,0
484536,2180818305,@walkingsoulrea 10 days. we're driving..leaving out at 4am on wednesday! it feels like its been a long time  at least 3 months!,0
724516,2262087827,@meimeinono you're not missing much tonight. show is a no-go ,0
250230,1983165052,@kate_mcc no i do not!!!!!!!!  hahaha she is gone thank god!,0
675199,2248017288,@hannahherpesxx isn't responding to her texts ,0
374212,2051196343,Not looking forward to 9am-4pm class tomorrow! And missing Drew ,0
471869,2176716303,@DJSMOOK feel better.. didn't know you were ill  Nyquil hits spot hopefully..Rest my friend rest,0
317064,2002533814,Is at work this beautiful day. ,0
537084,2198632527,"My laptop keeps switching off due to overheating. I think im gonna have to send it back, but that means no net or podcasts! ",0
237997,1980321192,"@DavidArchie Styx is one of my favorite bands! unfortunately, i can't go to their concert.  my mom is though! lol",0
78352,1751314075,@heathernicoolia i know!!! but im flying tomorrow... i have to shuttle all the mothers to la tomorrow ,0
310144,2001049205,NO MORE JOEL GODDARD! ,0
673311,2247445425,"@HauntedTravels Yes here too...  Although can't have the window's open and no a/c in yet, so kinda miserable ",0
560756,2205262415,@its_sb you won't even notice I'm gone!  x,0
73675,1694587459,please make the rain stop ! I am off to Blenhiem Palace and have a bbq to light up later ... ,0
748232,2284231114,Missing my baby so much. I'm sorry for acting weird these past few days ,0
669018,2246124533,@JessyWilsing  you never responded... but happy for you and hope you have fun on tour.,0
80365,1752286434,@heatherpayne I got in a car accident  cuz some guy ran through a stop sign onto a main intersection. Luckily I only got a concussion.,0
408138,2059340349,F**K! drop by 1  66. marketingwithrenee.com,0
722366,2261462350,@tPREME noooo  In a hotel on the way,0
397488,2056638321,@ryanmrichards already finished the Atlanta stop ,0
669525,2246281852,Gotta love the 91 traffic! ,0
777593,2322461082,"Be careful of what u tweet. Becoz I tweet pimples earlier, Acne Cure now follows me.    Very uncool leh.",0
126518,1834538259,still @ work... ,0
68463,1692850759,OMFG I keep biting my cheek or scratching my gums. My mouth is so messed up and it hurts to eat ,0
315237,2002153650,Oh my God...I'm so hungry.. ,0
211792,1974577514,on my bike with my dad ,0
432738,2064815834,im up so early ,0
618629,2227592516,Hi guys how's everyone me I've not been feeling too great took today off work must be getting a summer cold ,0
691891,2252350460,Back in france ,0
33958,1564662202,ate waaay too much gross cookies ,0
391676,2054965706,is feeling so ill ,0
302106,1998861764,"Putz Sucks.... Put him up there with Heilman, Mota and King Armando Benitez...   #Mets ",0
282359,1992598296,http://twitpic.com/6en5z - 33.6C in the office now. ,0
13438,1553239659,@One_Mean_Spider I know what ya mean ,0
744147,2267051471,Just watched the last two episodes of SPN. ,0
256439,1984725016,@Skybane81 It's more of a half life ,0
293232,1996257120,Just want to stay in all day and keep hangin out with the boyfriend ,0
349431,2017180639,Tryin to write music bt nothins in ma head  ,0
104598,1822601437,"took a very nice nap, forgot about the CAC graduation ",0
433591,2064995892,"@carrieaway nope  it hasnt. I tried posting it many times..but, oh well. Maybe it doesnt like me..hahha. JK",0
310354,2001085488,"@sarattouta We need a title for the new film, but we already used the best title on the last one ",0
189965,1969251555,@cheryldoherty Congrats? ( : ? ,0
335975,2013903243,@gnomeangel @sunnymchao I don't think the #bringbackthemonkey movement is working!!! No one is playing!!! ,0
33813,1564617790,Like shattered glass...  tomorrow = school  NOOOO! ,0
727247,2262780329,"Everyone pray for me, possibility i have nemonia (or however u spell it)  ",0
170783,1963014411,@dangzombies Yeah I kept rethinking it because noone that I knew would want to go with me lol. So I ended up just didn't buy them. ,0
628634,2231367988,I could really use a good night sleep. I wish I knew what to do about my girlfriend ,0
30776,1563856638,"This weekend is over  BUT HEY!! 4-Day Week, 3-Day weekend  Yesss!",0
338502,2014442025,confuse.. confuse.. confuse... and lost of words ,0
54292,1681020831,@lostinsound I wishhh. 2 hours ,0
539732,2199519534,@lyndasteele Love your outfit! We didn't have time to dress up ,0
72245,1694180332,Hubby-to-be leaves this morning on a business trip for 3 days  I'm going to miss him so much! Hurry home!!!,0
603147,2221578521,"@JonMcClure saw that insert you did on This Week last week!  You're spot on, feels like Labour forgot about us  power to the people!",0
606070,2222467235,2DAY IS A NEW DAY PEOPLE.. GOT ALOT TO DO &amp; NOT LETTIN MY BAD MOOD GET IN MY WAY... SUCKS WHEN FUCKED UP SHIT HAPPENS ,0
759682,2296332826,eczema is going to be the death of me ,0
467725,2175841647,@weirdartist I miss you hun  We should meet up soon. He's back to prick mode so I don't want to know. You'd be cross if I told you...,0
346617,2016227654,hey @DallasSymphony. any promo codes for Brian McKnight?! and...quandary--where are best seats?! grand tier? orchestra fl? front gone ,0
475437,2177601691,I see what type of friends I have... Julie act like she couldn't wake up and talk to me!! ,0
750681,2285744129,can't wait for the bachelorette tonight!! although I think she's sending Jake home which makes me really really sad ,0
481445,2179642636,I am still angry w/ the power trippin cop that gave me a ticket last night  If you live in FL don't use your horn unless ur about to die!,0
77261,1696088466,wasting so much time trying to get internet access ,0
684232,2250480094,anna's laying in the middle of the bed dead asleep and won't move. i even beat her with a pillow for three minutes. nothing happened ,0
205332,1972847260,It's rather hot tonight isn't it ,0
495546,2185273129,@urbanbaby what?!   Praying for you &amp; your family.,0
207799,1973567574,"And I'm losing Marley this weekend and I can't go shopping now, but things could be worse right ",0
496834,2185690818,wanting to go the court with my daughters but there not up for it... ,0
637567,2234223516,Thinking of Jin. Feeling sad ,0
383689,2053247950,@ndonegan no joy  coming down heavy now ,0
491029,2183649435,"Just when I think I know my city well enough, I get lost ",0
125331,1834294322,Why - when I pose an uncomfortable question to businesses on Twitter do they just decide not to respond rather than engage? Very rude! ,0
203891,1972477619,Oh gas. I wanna just sleep for the rest of my lame lifeeeee. ,0
584807,2215401412,twitter won't let me make my profile picture a new one  dang!,0
88959,1755115034,@Hammer817 agreed! what site are you watching? universal sports? my feed is choppy must be the computer ,0
52773,1679870398,"@kirstysmac This is the worst bit, the going home! ",0
196311,1970691574,@brainpicker I was going to surprise you with a gift of good but it requires and address ,0
536668,2198492925,It may not be until early next week until my AC at my house gets fixed! ,0
396830,2056474633,Not exactly on my &quot;A&quot; game today!! ,0
385239,2053561676,"twitter api is maintaining  Táº¥t cáº£ cÃ¡c app gá»?i api twitter Ä‘á»?u bá»‹ fail trong thá»?i gian nÃ y. (twitterfox on firefox, tweetie on iphone ...)",0
475873,2177730244,"i hate wakein up early, it sux. i have nothing 2do after i excercise ",0
658065,2241307682,"off to the gym, the final gym session before Barbados... 6 months of killing myself, worth it? YES... difference in body - none ",0
47908,1677742383,me hazel and amanda r away to shop/ go to the cinema then stayin at hazels tonight so no twitter till tomorrow ,0
474457,2177341080,Is listenin to the thunder not looking forward to the rain that comin r way ,0
466149,2175499666,Tomorrow is a holiday. Smart people took today off to have a long weekend. I wasn't  one of them ,0
489919,2183167047,heading to marching band in thirty minutes. i can't find any sunglasses! ,0
262070,1986086657,Lauren's party was fun. Lauren got an AMAZING laptop I call her old one I get her room that's the only good thing about her graduating  &lt;3,0
169173,1962450660,have to return my sideways. fuck meds and bills. ,0
398545,2056914045,@revolutionn eeek!! i know i didnt make it cause of the damn rain and our driver was sick  i was really looking forward to going out!!,0
601143,2221077717,has 2 use the slow comp cuz laptop is broken  hopefully it will be fixed soon,0
648502,2237041575,@supermom_2 That show is so much fun you have to go Cathy!  He was really cool!  No Daughtry sightings!! ,0
323779,2005593392,@HitzProductions thats not fair tho  u cnt put us all down!! lol,0
745006,2282097071,Last day to actually relax and play video games before Florida tomorrow. Gross. ,0
85403,1753834842,"Has anyone noticed the @kyleandjackieo podcast 4 last thursday with the nova fight has been skipped!  ? Goes wednesday, friday why why ",0
305429,1999994471,@JonathanRKnight ok we are so not gonna talk about anything past the summer. i cant even listen to 'officially over' it makes me cry ,0
480802,2179389922,@WHITONA he just called picking someone he hired from bk then coming to me.. we have orientation manana.. NO TWEETING  @cheraustin,0
322931,2004739979,i  want to drink starbucks or eat i ce cream ,0
242185,1981253012,And I haven't seen star trek yet ,0
761086,2297094781,if only the shake shack line weren't two blocks long ,0
462385,2174680204,Why is it when you finally get time off work you get sick ,0
612273,2224907487,@erindeal Ill be leaving when you are arriving  Hope you have fun! Enjoy the beach and VA! Im sure everyone is excited to see you.,0
230238,1978692293,So Bored All Of A Sudden. ,0
711405,2258219501,"I'd like to turn the channel, but I can't take my eyes off of what's happening in Iran.  If my husbands watching, it's big.",0
345238,2015855287,agghhh i have food poisoning ,0
600884,2221015382,@officialTila I LOVE your new profile pic! When I saw that pic on your blog I wanted it for my screen saver on my phone! Didn't work ,0
196561,1970749533,@animallounge thank you for the best wishes. sorry just saw the message ,0
591364,2217631309,i want warped in aus! but i can guarantee you that it wouldnt be half as awesome as the US one. ,0
266460,1988997754,Watching CSI:Miami since I'm poor to enjoy life right now. ,0
616556,2226713329,"That sucks  Didn't notice this. Target is so cool in many other ways... Some people should write to them, and... re: http://ff.im/48MVO",0
101467,1794458534,No backup strippers.  I expect to have this favor returned X2 next Wendsday since I'll have 2 APs. Colton+Lloyd double performance?,0
350113,2017531927,@Miss_Lalaine  I love you !!,0
158465,1956613606,damn me and @samanthapadilla are early for work  haha this is awesomeeee,0
274095,1990535936,"Good morning New Mexico, I'm very sorry to be leaving your bed ",0
634270,2233253989,ok i dont think the direct deposit worked  ha... time to watch tv..,0
482425,2180000566,@lalavazquez thats a nice Range rover to much money though haha ,0
243770,1981621737,@4RustedHorses Mine are sore also  DAMN THIS TIME OF THE MONTH!,0
565025,2206384897,Too sick to go to the gym ,0
103787,1796170398,"@oceanphoenix haiz, kh? thï¿½n anh  ? th?  ï¿½ kqu? ph?ng v?n ch?a :-? ch? th?y nï¿½i j",0
550208,2202856825,i seriously think im going to fail chem &amp; for suuure fail the math final  1 DAY LEFT...i can do it (at least thats what im telling myself),0
18250,1556544271,My God-brother is back in the hospital.  please keep him in you're thoughts/prayers.,0
130855,1835394931,"remembered my login details lol!! not been up to much,been told got type 2 diabetes  currently awaiting arrival of nu bicycle!",0
138022,1880458970,"@intobattle yes, she has gone  named for my favouite Gossip Girl psycho too.",0
294637,1996652221,"@JasonBradbury aaaargh!!!!...My sky hd box decided not to record the show tonight, and it's not on five on demand yet  Just my luck ",0
2535,1468395703,@rochellesheree I missed you...  is wednesday your day off? or is that thursday?,0
92907,1760271720,"aw, hot corporate guy is gone and i didn't get to tell him goodbye! ",0
672847,2247300776,@DisciplineCC I haven't seen the movie... ,0
682816,2250109761,"@cmiller2492 what's fony? or who? lol guess what? I can't sleep  I'd call, but ur probably sleepin [bummer lol]",0
371199,2050359971,SAT tomorrow  sucks tomorrow is going to be a LONG ass day!!,0
101060,1794257101,Dreading a super long day today  Gonna be at school until at least 7,0
277126,1991197863,Last day of a 3 week paternity leave. ,0
642950,2235637072,the thunderstorm outside reminds me of _ _ _ _ _ _  i miss those days...,0
69621,1693366686,"@VForIvan aww, I hope you can get that dental work done soon, that's gotta suck!! ",0
687017,2251170769,@Snakeshowrage ,0
307842,2000567594,@MicHELLeYEAH Woo!! Will do  Poor Dan just got dumped!  I think you know how we classify people like that ;),0
355979,2044116193,"@Fanny_Ingabout Oh no, sorry to hear that  x",0
486040,2181371310,@DonnieWahlberg  Donnie EuropeÂ´s fans need a show.Only show!!!! Or only words of you!! We need New Kids on The Block in autumn  We miss u,0
748917,2284736138,I Miss You. I really really Do . ,0
753626,2286948490,making lemon bars looks hard ,0
485362,2181116068,"@Lih_peres GoiÃ¡s, pokim longe ne ",0
765517,2299477576,i just got home from the Jonas Brothers Tulsa concert!!I still can't believe how amazing that was!! I just wish that I could rewind time ,0
70830,1693781219,@thuhtha must be my connection then ,0
617746,2227209245,@i_am_girlfriday I feel you. Matt I'd looking at more furlough time. ,0
526901,2194431388,@lettycheung 12:49 am! i have school tomorrow ,0
66826,1692011025,issssss monday tomorrow ,0
683837,2250382109,is studying in the clubhouse of the condo - still no internet in my unit  http://plurk.com/p/12d8uc,0
683530,2250297969,@officialTila love your asian ass! Wish you'd show more  ...,0
683302,2250236021,@nikifer  all the folks i play l4d with on the xbox no longer wants to play with me!! cause i ONLY use the 'mercy' map only on easy! lol,0
795028,2327207982,"Aww man, I'm out of the super soft Kleenexes ",0
438868,2066291092,could go for a DD breakfast about now but nooooo we dont have any of those here ,0
401748,2057756312,"tired, and totally ready for the bed, been such a long day. And tomorrow, a even longer one, photosession, oh my gash ",0
496321,2185510628,in the airport... Heading back home... ,0
753729,2286979442,Jon &amp; Kate filed for divorce.  ugh that blows i love their family. but SLOTAT is on,0
317889,2002703849,@Suksy ditto for me.  all for a good cause i say.,0
686467,2251036635,@shamazipan Morning! You seem very cheery! Im off to work soon  U should...go streak in Silverburn!,0
11137,1551211073,too nice to work ,0
691073,2252160008,Preparing for holidays. Had a look at local weather forecast... now looking for my hand gloves and raincoat ,0
283173,1992829528,@tenishea212 ahh people have voted but their votes havent counted. alice is 1 vote behind me ,0
244348,1981749857,Feeding Anderson again.  Got up three times last night.  This is not fun  I am exhausted......,0
108120,1824177527,Rain aagrh! 25 miles off road on the bike does not seem like a jolly prospect ,0
440072,2066605926,I'm awfully cold. ,0
419480,2062000492,I cant believe my skin is breaking out here  i shall hunt for a new toner and cleanser!!,0
662161,2243510145,"@Klerki aww thats soo mean and sad!  you're soo nice tho!! whoever she was, was damn right stupid lol",0
299346,1997980729,@Laurenn_Taylor ahh yay! that's so awesome thank you! i've never seen them live before ,0
764128,2298712174,"I still want to see the Jonas Brothers, and I found row 3 tickets! Someone go with me ",0
590465,2217328177,"@trniii my dad is a fish too! ugggh! i think i know enough not to drown, but i would like to be more efficient, better all around ",0
502888,2187673044,in 20 minutes ill be seventeen. lovely.    i wanna be sixteen foreverrrr&lt;/3 ,0
653006,2238434960,says ending n ng 1 liter of tears.  http://plurk.com/p/127edu,0
431484,2064551834,It's official I need a new case my iPhone : I have gone through 3 or 4 ,0
728122,2262988630,@renees didn't have phone yesterday had to leave it to be charged  hope u had a good lounge day - call me if u still up?,0
356169,2044188977,@thefreezepop WEBCAM. Naow? ,0
164646,1960461639,@lynnisnotgay tsk baddie. imissmonkeh today ,0
201018,1971798274,Awwww I missed hocus pocus on tv ,0
